iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
12,0.024402984783199487,0.20725778753266616,0.9443933823529411,52.56661009788513,False,0,0,13,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-07-31,1674468451,1476.524108171463,61572,ML-RefVm-847530,10.0.0.18,692.1149985790253,0,13,0.010436058044433594
13,0.014130630503025125,0.23702225417775266,0.9466911764705882,52.60415720939636,False,0,0,14,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-08-23,1674468503,1529.1282653808594,61572,ML-RefVm-847530,10.0.0.18,744.7191557884216,0,14,0.010436058044433594
14,0.018684811666425244,0.2394648836377789,0.9512867647058824,51.83848810195923,False,0,0,15,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-09-15,1674468555,1580.9667534828186,61572,ML-RefVm-847530,10.0.0.18,796.5576438903809,0,15,0.010436058044433594
15,0.017556712953556403,0.20106122642755508,0.9512867647058824,51.860939264297485,False,0,0,16,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-10-07,1674468607,1632.827692747116,61572,ML-RefVm-847530,10.0.0.18,848.4185831546783,0,16,0.010436058044433594
16,0.012422540923580527,0.23000270917135127,0.9485294117647058,51.497974157333374,False,0,0,17,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-10-58,1674468658,1684.3256669044495,61572,ML-RefVm-847530,10.0.0.18,899.9165573120117,0,17,0.010436058044433594
17,0.012934639470140431,0.29211206295911,0.9434742647058824,51.85835790634155,False,0,0,18,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-11-50,1674468710,1736.184024810791,61572,ML-RefVm-847530,10.0.0.18,951.7749152183533,0,18,0.010436058044433594
18,0.016053999539044704,0.19221592080943725,0.9517463235294118,52.083776235580444,False,0,0,19,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-12-42,1674468762,1788.2678010463715,61572,ML-RefVm-847530,10.0.0.18,1003.8586914539337,0,19,0.010436058044433594
19,0.022796724521208043,0.23850897042190328,0.9522058823529411,52.163217544555664,False,0,0,20,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-13-34,1674468814,1840.4310185909271,61572,ML-RefVm-847530,10.0.0.18,1056.0219089984894,0,20,0.010436058044433594
20,0.02790180386464093,0.22058607068131952,0.9453125,51.72717833518982,False,0,0,21,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-14-26,1674468866,1892.158196926117,61572,ML-RefVm-847530,10.0.0.18,1107.7490873336792,0,21,0.010436058044433594
21,0.03297753281909607,0.152225872830433,0.9655330882352942,51.678314447402954,False,0,0,22,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-15-18,1674468918,1943.83651137352,61572,ML-RefVm-847530,10.0.0.18,1159.4274017810822,0,22,0.010436058044433594
22,0.011687458305637919,0.18441149000735843,0.9545036764705882,51.688090801239014,False,0,0,23,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-16-10,1674468970,1995.524602174759,61572,ML-RefVm-847530,10.0.0.18,1211.1154925823212,0,23,0.010436058044433594
23,0.008183587075430243,0.10107635498485144,0.9761029411764706,52.2465546131134,False,0,0,24,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-17-02,1674469022,2047.7711567878723,61572,ML-RefVm-847530,10.0.0.18,1263.3620471954346,0,24,0.010436058044433594
24,0.0019941842902506538,0.15210621047984152,0.9669117647058824,52.95227074623108,False,0,0,25,8fca6490,b02af74722034a9aad05fd5245296014,2023-01-23_10-17-55,1674469075,2100.7234275341034,61572,ML-RefVm-847530,10.0.0.18,1316.3143179416656,0,25,0.010436058044433594
